Numero de mesure,Longitude,Latitude,Position,Insee,Adresse,Complement,Code postal,Commune,Date de mesure,Mesure realisee,Rapport,Conformite de la mesure,Niveau global,Type d'environnement,Laboratoire 
3045,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.454184980724323,Divers,SATELIT
2888,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.662088437696448,Divers,SATELIT
3130,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.478153454825149,Divers,SATELIT
2685,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.001934661334151,Divers,SATELIT
3839,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.849825820652304,Divers,SATELIT
3251,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.5877464613588685,Divers,SATELIT
2225,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.383282484932284,Divers,SATELIT
3035,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.5409786817127964,Divers,SATELIT
3509,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.9786978379973532,Divers,SATELIT
3812,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.657696239553253,Divers,SATELIT
2494,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.1457665912682296,Divers,SATELIT
2371,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.4399537937969844,Divers,SATELIT
3117,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.250321460383224,Divers,SATELIT
3190,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.3108302079816743,Divers,SATELIT
2448,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.209178188532685,Divers,SATELIT
3564,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.935279342793583,Divers,SATELIT
3313,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.4675343396808573,Divers,SATELIT
3992,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.355511400445835,Divers,SATELIT
2122,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.944810544592851,Divers,SATELIT
3917,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.762787076728226,Divers,SATELIT
3930,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.487303292472479,Divers,SATELIT
3161,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.6050711024210615,Divers,SATELIT
2314,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.5251167287654797,Divers,SATELIT
2781,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.364002288527637,Divers,SATELIT
2133,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.761879824537216,Divers,SATELIT
3106,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.0319457887877443,Divers,SATELIT
2696,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.15705619312213,Divers,SATELIT
3940,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.105571696602385,Divers,SATELIT
3324,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.045349129655265,Divers,SATELIT
3331,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.241658029762948,Divers,SATELIT
3162,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.30980159817159,Divers,SATELIT
2273,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.6757998719892564,Divers,SATELIT
2261,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.2385088110655356,Divers,SATELIT
3663,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.297411219348049,Divers,SATELIT
2863,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.075389353130546,Divers,SATELIT
3329,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.8675276557959148,Divers,SATELIT
2379,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.092726332166104,Divers,SATELIT
2904,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.1213925655329424,Divers,SATELIT
3365,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.522024444434478,Divers,SATELIT
2302,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.9084116122057013,Divers,SATELIT
3479,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.019234897355026,Divers,SATELIT
2672,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.545531524124733,Divers,SATELIT
2176,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.8514723921756884,Divers,SATELIT
3330,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.492980343465601,Divers,SATELIT
2849,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.160983091921603,Divers,SATELIT
3240,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.5260773976794875,Divers,SATELIT
2286,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.059584223185114,Divers,SATELIT
3927,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.646781323854173,Divers,SATELIT
2768,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.966105085765571,Divers,SATELIT
2188,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.075443292100401,Divers,SATELIT
3568,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.6781396309564167,Divers,SATELIT
3388,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.4418948526106985,Divers,SATELIT
3931,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.47295176362115,Divers,SATELIT
2940,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.6199701242095266,Divers,SATELIT
3815,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.450040978831341,Divers,SATELIT
2229,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.7152257154132995,Divers,SATELIT
3982,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.759932873236971,Divers,SATELIT
2083,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.313705362199329,Divers,SATELIT
3131,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.37501716110858,Divers,SATELIT
3890,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.685996796512533,Divers,SATELIT
3514,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.0027662903757801,Divers,SATELIT
2742,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.6892101864216604,Divers,SATELIT
3423,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.9211034617635465,Divers,SATELIT
3634,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.0927781069814975,Divers,SATELIT
3194,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.3010361534357213,Divers,SATELIT
3623,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.197316965190277,Divers,SATELIT
2457,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.216158983996445,Divers,SATELIT
2681,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.8468671602492432,Divers,SATELIT
2435,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.462807943527379,Divers,SATELIT
2921,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.301783431197114,Divers,SATELIT
3031,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.075230249886369,Divers,SATELIT
3761,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.849712005533698,Divers,SATELIT
2902,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.3056228496959235,Divers,SATELIT
2811,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.507983155285599,Divers,SATELIT
2033,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.683098674414626,Divers,SATELIT
3837,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.657729897287792,Divers,SATELIT
3671,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.132880638135774,Divers,SATELIT
3418,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.6736859687565926,Divers,SATELIT
3239,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.7251224903934173,Divers,SATELIT
2397,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.7055901938159397,Divers,SATELIT
3128,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.7636772043107993,Divers,SATELIT
2722,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.0521502522104433,Divers,SATELIT
2198,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.174599270116209,Divers,SATELIT
3737,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.167634475921146,Divers,SATELIT
3877,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.4877568985757614,Divers,SATELIT
3423,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.391831163546182,Divers,SATELIT
2221,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.640538274181561,Divers,SATELIT
2186,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.9595784008535535,Divers,SATELIT
3938,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.4664570024574577,Divers,SATELIT
3308,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.6378553716960234,Divers,SATELIT
3503,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.462067621516162,Divers,SATELIT
2151,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.051241872279116,Divers,SATELIT
2963,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.0480921926285185,Divers,SATELIT
3907,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.1926891852912833,Divers,SATELIT
3169,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.636461793331572,Divers,SATELIT
3146,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.2045258624448487,Divers,SATELIT
3192,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.129348477866585,Divers,SATELIT
2104,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.8085973672041842,Divers,SATELIT
3469,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.453585343135761,Divers,SATELIT
3020,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.393583050490331,Divers,SATELIT
3704,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.0768310640370606,Divers,SATELIT
3629,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.169868465954713,Divers,SATELIT
3787,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.040446871916269,Divers,SATELIT
3193,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.588856032463066,Divers,SATELIT
3583,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.8735198748167705,Divers,SATELIT
3681,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.917231454232506,Divers,SATELIT
3025,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,4.233301986574314,Divers,SATELIT
3660,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.297517459270868,Divers,SATELIT
2615,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.0020448547383984,Divers,SATELIT
3773,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.332492497597233,Divers,SATELIT
2698,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.85865126974125,Divers,SATELIT
2457,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,3.1397038505918706,Divers,SATELIT
2154,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,2.894887916810254,Divers,SATELIT
3040,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,1.481348220779908,Divers,SATELIT
3674,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,5.812706802260095,Divers,SATELIT
3045,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,6.3356117247047665,Divers,SATELIT
2875,3.91611,43.64694,Est 03e 28 49.64 50.65 Nord,34176,"Chemin de Montfaucon,",residence de Mme SOUTADE,34130,LATTES,06/12/2001,En exterieure,FicheMesure175.pdf,Oui,7.959345059343765,Divers,SATELIT
